#run-time information,,,,,,,,,,,,,,,,
"#	date run: 	Mon Mar 25 15:22:00 CDT 2024",,,,,,,,,,,,,,,,
"#	sct directory: 	/usr/local/slingshot_tools_26Jul2022_rev2/sct",,,,,,,,,,,,,,,,
"#	sct timestamp: 	2023-10-26 14:35:02",,,,,,,,,,,,,,,,
"#	'non-standard' SCT args: ",,,,,,,,,,,,,,,,
"#	ls config file:	-rwxr-xr-x 1 tuminell employee 17862 Mar 25 15:21 /var/users/systems/eni_revc/eni_revc.yaml",,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
cable_id,src_conn_a,src_conn_b,dst_conn_a,dst_conn_b,stage,src_egress_a,src_egress_b,dst_egress_a,dst_egress_b,link_type,src_group,dst_group,part_number,part_length,calculated_distance,route
3106.3103.00.0000,x3106.c0.r42.j27,none,x3103.c0.r42.j27,none,1,x3106-RIGHT,none,x3103-LEFT,none,local,1,1,R4K78A,5,3.3963177,"['x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT']"
3106.3102.00.0000,x3106.c0.r42.j28,none,x3102.c0.r42.j27,none,1,x3106-RIGHT,none,x3102-LEFT,none,local,1,1,R4K78A,5,4.2189543,"['x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3103_RIGHT-x3102_LEFT']"
3106.3101.00.0000,x3106.c0.r42.j30,none,x3101.c0.r42.j27,none,1,x3106-RIGHT,none,x3101-LEFT,none,local,1,1,R4K79A,7,5.0668983,"['x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3103_RIGHT-x3102_LEFT', 'x3102_RIGHT-x3101_LEFT']"
3105.3104.00.0000,x3105.c0.r42.j25,none,x3104.c0.r42.j30,none,1,x3105-RIGHT,none,x3104-LEFT,none,local,1,1,R4K61A,1.42,1.2495386,['x3105_RIGHT-x3104_LEFT']
3105.3103.00.0000,x3105.c0.r42.j27,none,x3103.c0.r42.j30,none,1,x3105-RIGHT,none,x3103-LEFT,none,local,1,1,R4K78A,5,2.5555837,"['x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT']"
3105.3102.00.0000,x3105.c0.r42.j28,none,x3102.c0.r42.j30,none,1,x3105-RIGHT,none,x3102-LEFT,none,local,1,1,R4K78A,5,3.3782203,"['x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3103_RIGHT-x3102_LEFT']"
3105.3101.00.0000,x3105.c0.r42.j30,none,x3101.c0.r42.j30,none,1,x3105-RIGHT,none,x3101-LEFT,none,local,1,1,R4K78A,5,4.2261643,"['x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3103_RIGHT-x3102_LEFT', 'x3102_RIGHT-x3101_LEFT']"
3205.3206.00.0000,x3205.c0.r42.j1,none,x3206.c0.r42.j1,none,1,x3205-RIGHT,none,x3206-LEFT,none,local,1,1,R4K80A,10,8.4496069,['x3205_RIGHT-x3206_LEFT']
3205.3207.00.0000,x3205.c0.r42.j2,none,x3207.c0.r42.j1,none,1,x3205-RIGHT,none,x3207-LEFT,none,local,1,1,R4K80A,10,9.2767996,"['x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT']"
3205.3208.00.0000,x3205.c0.r42.j3,none,x3208.c0.r42.j1,none,1,x3205-RIGHT,none,x3208-LEFT,none,local,1,1,R4K81A,14,10.1159261,"['x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT']"
3206.3207.00.0000,x3206.c0.r42.j2,none,x3207.c0.r42.j2,none,1,x3206-RIGHT,none,x3207-LEFT,none,local,1,1,R4K78A,5,1.2980861,['x3206_RIGHT-x3207_LEFT']
3206.3208.00.0000,x3206.c0.r42.j3,none,x3208.c0.r42.j2,none,1,x3206-RIGHT,none,x3208-LEFT,none,local,1,1,R4K78A,5,2.5983324,"['x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT']"
3207.3208.00.0000,x3207.c0.r42.j3,none,x3208.c0.r42.j3,none,1,x3207-RIGHT,none,x3208-LEFT,none,local,1,1,R4K61A,1.42,1.2914806,['x3207_RIGHT-x3208_LEFT']
3201.3202.00.0000,x3201.c0.r42.j1,none,x3202.c0.r42.j1,none,1,x3201-RIGHT,none,x3202-LEFT,none,local,1,1,R4K61A,1.42,1.2918873,['x3201_RIGHT-x3202_LEFT']
3201.3203.00.0000,x3201.c0.r42.j2,none,x3203.c0.r42.j1,none,1,x3201-RIGHT,none,x3203-LEFT,none,local,1,1,R4K78A,5,2.5801998,"['x3201_RIGHT-x3202_LEFT', 'x3202_RIGHT-x3203_LEFT']"
3201.3204.00.0000,x3201.c0.r42.j3,none,x3204.c0.r42.j1,none,1,x3201-RIGHT,none,x3204-LEFT,none,local,1,1,R4K78A,5,3.4193263,"['x3201_RIGHT-x3202_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT']"
3202.3203.00.0000,x3202.c0.r42.j2,none,x3203.c0.r42.j2,none,1,x3202-RIGHT,none,x3203-LEFT,none,local,1,1,R4K78A,5,1.2980861,['x3202_RIGHT-x3203_LEFT']
3202.3204.00.0000,x3202.c0.r42.j3,none,x3204.c0.r42.j2,none,1,x3202-RIGHT,none,x3204-LEFT,none,local,1,1,R4K78A,5,2.5983324,"['x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT']"
3203.3204.00.0000,x3203.c0.r42.j3,none,x3204.c0.r42.j3,none,1,x3203-RIGHT,none,x3204-LEFT,none,local,1,1,R4K61A,1.42,1.2914806,['x3203_RIGHT-x3204_LEFT']
3105.3106.00.0000,x3105.c0.r42.j31,none,x3106.c0.r42.j31,none,1,x3105-LEFT,none,x3106-RIGHT,none,local,1,1,R4K61A,1.42,1.2941456,['x3106_RIGHT-x3105_LEFT']
3105.3107.00.0000,x3105.c0.r42.j32,none,x3107.c0.r42.j31,none,1,x3105-LEFT,none,x3107-RIGHT,none,local,1,1,R4K78A,5,2.5881052,"['x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT']"
3105.3108.00.0000,x3105.c0.r42.j29,none,x3108.c0.r42.j31,none,1,x3105-LEFT,none,x3108-RIGHT,none,local,1,1,R4K78A,5,3.4201054,"['x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT']"
3106.3107.00.0000,x3106.c0.r42.j32,none,x3107.c0.r42.j32,none,1,x3106-LEFT,none,x3107-RIGHT,none,local,1,1,R4K78A,5,1.3059254,['x3107_RIGHT-x3106_LEFT']
3106.3108.00.0000,x3106.c0.r42.j29,none,x3108.c0.r42.j32,none,1,x3106-LEFT,none,x3108-RIGHT,none,local,1,1,R4K78A,5,2.5990453,"['x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT']"
3107.3108.00.0000,x3107.c0.r42.j29,none,x3108.c0.r42.j29,none,1,x3107-LEFT,none,x3108-RIGHT,none,local,1,1,R4K61A,1.42,1.2922576,['x3108_RIGHT-x3107_LEFT']
3101.3102.00.0000,x3101.c0.r42.j31,none,x3102.c0.r42.j31,none,1,x3101-LEFT,none,x3102-RIGHT,none,local,1,1,R4K61A,1.42,1.2941456,['x3102_RIGHT-x3101_LEFT']
3101.3103.00.0000,x3101.c0.r42.j32,none,x3103.c0.r42.j31,none,1,x3101-LEFT,none,x3103-RIGHT,none,local,1,1,R4K78A,5,2.5881052,"['x3102_RIGHT-x3101_LEFT', 'x3103_RIGHT-x3102_LEFT']"
3101.3104.00.0000,x3101.c0.r42.j29,none,x3104.c0.r42.j31,none,1,x3101-LEFT,none,x3104-RIGHT,none,local,1,1,R4K78A,5,3.4201054,"['x3102_RIGHT-x3101_LEFT', 'x3103_RIGHT-x3102_LEFT', 'x3104_RIGHT-x3103_LEFT']"
3102.3103.00.0000,x3102.c0.r42.j32,none,x3103.c0.r42.j32,none,1,x3102-LEFT,none,x3103-RIGHT,none,local,1,1,R4K78A,5,1.3059254,['x3103_RIGHT-x3102_LEFT']
3102.3104.00.0000,x3102.c0.r42.j29,none,x3104.c0.r42.j32,none,1,x3102-LEFT,none,x3104-RIGHT,none,local,1,1,R4K78A,5,2.5990453,"['x3103_RIGHT-x3102_LEFT', 'x3104_RIGHT-x3103_LEFT']"
3103.3104.00.0000,x3103.c0.r42.j29,none,x3104.c0.r42.j29,none,1,x3103-LEFT,none,x3104-RIGHT,none,local,1,1,R4K61A,1.42,1.2922576,['x3104_RIGHT-x3103_LEFT']
3209.3209.00.0000,x3209.c0.r35.j1,none,x3209.c0.r34.j2,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.7637544,[]
3209.3209.00.0001,x3209.c0.r35.j2,none,x3209.c0.r34.j1,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.7520477,[]
3209.3209.00.0002,x3209.c0.r32.j1,none,x3209.c0.r31.j2,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.7637544,[]
3209.3209.00.0003,x3209.c0.r32.j2,none,x3209.c0.r31.j1,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.7520477,[]
3209.3209.00.0004,x3209.c0.r32.j3,none,x3209.c0.r34.j4,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.8416344,[]
3209.3209.00.0005,x3209.c0.r32.j4,none,x3209.c0.r34.j3,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.8501796,[]
3209.3209.00.0006,x3209.c0.r31.j3,none,x3209.c0.r35.j4,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.9305343,[]
3209.3209.00.0007,x3209.c0.r31.j4,none,x3209.c0.r35.j3,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.9390796,[]
3209.3209.00.0008,x3209.c0.r31.j5,none,x3209.c0.r34.j6,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.9378209,[]
3209.3209.00.0009,x3209.c0.r31.j6,none,x3209.c0.r34.j5,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.9443216,[]
3209.3209.00.0010,x3209.c0.r32.j5,none,x3209.c0.r35.j6,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.9378209,[]
3209.3209.00.0011,x3209.c0.r32.j6,none,x3209.c0.r35.j5,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.9443216,[]
3209.3209.00.0012,x3209.c0.r31.j27,none,x3209.c0.r34.j28,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.8693001,[]
3209.3209.00.0013,x3209.c0.r31.j28,none,x3209.c0.r34.j27,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.8788064,[]
3209.3209.00.0014,x3209.c0.r32.j27,none,x3209.c0.r35.j28,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.8693001,[]
3209.3209.00.0015,x3209.c0.r32.j28,none,x3209.c0.r35.j27,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.8788064,[]
3209.3209.00.0016,x3209.c0.r32.j29,none,x3209.c0.r34.j30,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.7742452,[]
3209.3209.00.0017,x3209.c0.r32.j30,none,x3209.c0.r34.j29,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.7884907,[]
3209.3209.00.0018,x3209.c0.r31.j29,none,x3209.c0.r35.j30,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.8631451,[]
3209.3209.00.0019,x3209.c0.r31.j30,none,x3209.c0.r35.j29,none,1,none,none,none,none,local,2,2,R4K60A,1.15,0.8773906,[]
3209.3209.00.0020,x3209.c0.r35.j31,none,x3209.c0.r34.j32,none,1,none,none,none,none,local,2,2,R4K59A,0.75,0.7115025,[]
3209.3209.00.0021,x3209.c0.r35.j32,none,x3209.c0.r34.j31,none,1,none,none,none,none,local,2,2,R4K59A,0.75,0.6884451,[]
3209.3209.00.0022,x3209.c0.r32.j31,none,x3209.c0.r31.j32,none,1,none,none,none,none,local,2,2,R4K59A,0.75,0.7115025,[]
3209.3209.00.0023,x3209.c0.r32.j32,none,x3209.c0.r31.j31,none,1,none,none,none,none,local,2,2,R4K59A,0.75,0.6884451,[]
3209.3209.00.0024,x3209.c0.r35.j14,none,x3209.c0.s2.b0.n0.h1,x3209.c0.s1.b0.n0.h0,1,none,none,none,none,edge,2,n/a,R4K57A,2.5,2.3879407,[]
3209.3209.00.0025,x3209.c0.r34.j14,none,x3209.c0.s14.b0.n0.h0,x3209.c0.s1.b0.n0.h1,1,none,none,none,none,edge,2,n/a,R4K57A,2.5,2.359728,[]
3209.3209.00.0026,x3209.c0.r34.j12,none,x3209.c0.s5.b0.n0.h1,x3209.c0.s4.b0.n0.h0,1,none,none,none,none,edge,2,n/a,R4K57A,2.5,2.1840281,[]
3209.3209.00.0027,x3209.c0.r35.j12,none,x3209.c0.s6.b0.n0.h1,x3209.c0.s5.b0.n0.h0,1,none,none,none,none,edge,2,n/a,R4K57A,2.5,2.1840281,[]
3209.3209.00.0028,x3209.c0.r31.j14,none,x3209.c0.s3.b0.n0.h1,x3209.c0.s2.b0.n0.h0,1,none,none,none,none,edge,2,n/a,R4K57A,2.5,2.1656908,[]
3209.3209.00.0029,x3209.c0.r32.j14,none,x3209.c0.s4.b0.n0.h1,x3209.c0.s3.b0.n0.h0,1,none,none,none,none,edge,2,n/a,R4K57A,2.5,2.1656908,[]
3209.3209.00.0030,x3209.c0.r34.j10,none,x3209.c0.s9.b0.n0.h1,x3209.c0.s8.b0.n0.h0,1,none,none,none,none,edge,2,n/a,R4K56A,2,1.9832055,[]
3209.3209.00.0031,x3209.c0.r35.j10,none,x3209.c0.s10.b0.n0.h1,x3209.c0.s9.b0.n0.h0,1,none,none,none,none,edge,2,n/a,R4K56A,2,1.9832055,[]
3209.3209.00.0032,x3209.c0.r31.j12,none,x3209.c0.s7.b0.n0.h1,x3209.c0.s6.b0.n0.h0,1,none,none,none,none,edge,2,n/a,R4K56A,2,1.9617782,[]
3209.3209.00.0033,x3209.c0.r32.j12,none,x3209.c0.s8.b0.n0.h1,x3209.c0.s7.b0.n0.h0,1,none,none,none,none,edge,2,n/a,R4K56A,2,1.9617782,[]
3209.3209.00.0034,x3209.c0.r34.j16,none,x3209.c0.s13.b0.n0.h1,x3209.c0.s12.b0.n0.h0,1,none,none,none,none,edge,2,n/a,R4K56A,2,1.8776113,[]
3209.3209.00.0035,x3209.c0.r35.j16,none,x3209.c0.s14.b0.n0.h1,x3209.c0.s13.b0.n0.h0,1,none,none,none,none,edge,2,n/a,R4K56A,2,1.8776113,[]
3209.3209.00.0036,x3209.c0.r31.j10,none,x3209.c0.s11.b0.n0.h1,x3209.c0.s10.b0.n0.h0,1,none,none,none,none,edge,2,n/a,R4K56A,2,1.7609556,[]
3209.3209.00.0037,x3209.c0.r32.j10,none,x3209.c0.s12.b0.n0.h1,x3209.c0.s11.b0.n0.h0,1,none,none,none,none,edge,2,n/a,R4K56A,2,1.7609556,[]
3203.1402.00.0000,x3203.c0.r42.j7,none,x1402.c1.r3.j1.p0,x1402.c1.r3.j1.p1,1,x3203-RIGHT,none,x1402-RIGHT,none,edge,1,27,R4K87A,100,99.8760297,"['x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1003_BACK-x1103_BACK', 'x1103_FRONT-x1203_FRONT', 'x1203_BACK-x1303_BACK', 'x1303_FRONT-x1403_FRONT', 'x1402_RIGHT-x1403_LEFT']"
3204.1402.00.0000,x3204.c0.r42.j7,none,x1402.c2.r5.j23.p0,x1402.c2.r5.j23.p1,1,x3204-RIGHT,none,x1402-LEFT,none,edge,1,27,R4K87A,100,98.7184154,"['x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1002_BACK-x1102_BACK', 'x1102_FRONT-x1202_FRONT', 'x1202_BACK-x1302_BACK', 'x1302_FRONT-x1402_FRONT']"
3205.1403.00.0000,x3205.c0.r42.j7,none,x1403.c1.r3.j1.p0,x1403.c1.r3.j1.p1,1,x3205-RIGHT,none,x1403-RIGHT,none,edge,1,28,R4K87A,100,97.0131211,"['x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1004_BACK-x1104_BACK', 'x1104_FRONT-x1204_FRONT', 'x1204_BACK-x1304_BACK', 'x1304_FRONT-x1404_FRONT', 'x1403_RIGHT-x1404_LEFT']"
3201.1203.00.0000,x3201.c0.r42.j7,none,x1203.c1.r3.j1.p0,x1203.c1.r3.j1.p1,1,x3201-RIGHT,none,x1203-RIGHT,none,edge,1,18,R4K87A,100,94.0011211,"['x3201_RIGHT-x3202_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1004_BACK-x1104_BACK', 'x1104_FRONT-x1204_FRONT', 'x1203_RIGHT-x1204_LEFT']"
3201.1305.00.0000,x3201.c0.r42.j9,none,x1305.c1.r3.j1.p0,x1305.c1.r3.j1.p1,1,x3201-RIGHT,none,x1305-RIGHT,none,edge,1,26,R4K87A,100,93.5101201,"['x3201_RIGHT-x3202_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK']"
3202.1203.00.0000,x3202.c0.r42.j7,none,x1203.c2.r5.j23.p0,x1203.c2.r5.j23.p1,1,x3202-RIGHT,none,x1203-LEFT,none,edge,1,18,R4K87A,100,92.8435068,"['x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1003_BACK-x1103_BACK', 'x1103_FRONT-x1203_FRONT']"
3101.1301.00.0000,x3101.c0.r42.j23,none,x1301.c1.r3.j1.p0,x1301.c1.r3.j1.p1,1,x3101-LEFT,none,x1301-RIGHT,none,edge,1,22,R4K87A,100,92.7069339,"['x3102_RIGHT-x3101_LEFT', 'x3103_RIGHT-x3102_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1001_BACK-x1101_BACK', 'x1101_FRONT-x1201_FRONT', 'x1201_BACK-x1301_BACK']"
3201.1101.00.0000,x3201.c0.r42.j11,none,x1101.c1.r3.j1.p0,x1101.c1.r3.j1.p1,1,x3201-RIGHT,none,x1101-RIGHT,none,edge,1,10,R4K87A,100,92.7208322,"['x3201_RIGHT-x3202_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1001_BACK-x1101_BACK']"
3101.1405.00.0000,x3101.c0.r42.j21,none,x1405.c1.r3.j1.p0,x1405.c1.r3.j1.p1,1,x3101-LEFT,none,x1405-RIGHT,none,edge,1,30,R4K87A,100,92.4755271,"['x3102_RIGHT-x3101_LEFT', 'x3103_RIGHT-x3102_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT']"
3202.1305.00.0000,x3202.c0.r42.j9,none,x1305.c2.r5.j23.p0,x1305.c2.r5.j23.p1,1,x3202-RIGHT,none,x1305-LEFT,none,edge,1,26,R4K87A,100,92.1073961,"['x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK']"
3203.1204.00.0000,x3203.c0.r42.j9,none,x1204.c1.r3.j1.p0,x1204.c1.r3.j1.p1,1,x3203-RIGHT,none,x1204-RIGHT,none,edge,1,19,R4K87A,100,91.1643206,"['x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1204_RIGHT-x1205_LEFT']"
3102.1405.00.0000,x3102.c0.r42.j23,none,x1405.c2.r5.j23.p0,x1405.c2.r5.j23.p1,1,x3102-LEFT,none,x1405-LEFT,none,edge,1,30,R4K87A,100,91.0497708,"['x3103_RIGHT-x3102_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT']"
3102.1301.00.0000,x3102.c0.r42.j21,none,x1301.c2.r5.j23.p0,x1301.c2.r5.j23.p1,1,x3102-LEFT,none,x1301-LEFT,none,edge,1,22,R4K87A,100,90.9805323,"['x3103_RIGHT-x3102_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_RIGHT-x1304_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1302_RIGHT-x1301_LEFT']"
3202.1101.00.0000,x3202.c0.r42.j11,none,x1101.c2.r5.j23.p0,x1101.c2.r5.j23.p1,1,x3202-RIGHT,none,x1101-LEFT,none,edge,1,10,R4K87A,100,90.9713984,"['x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x10_BACK-x3209_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_RIGHT-x1104_LEFT', 'x1104_RIGHT-x1103_LEFT', 'x1103_RIGHT-x1102_LEFT', 'x1102_RIGHT-x1101_LEFT']"
3103.1200.00.0000,x3103.c0.r42.j23,none,x1200.c1.r3.j1.p0,x1200.c1.r3.j1.p1,1,x3103-LEFT,none,x1200-RIGHT,none,edge,1,15,R4K87A,100,90.3611344,"['x3104_RIGHT-x3103_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x11_RIGHT-x3108_LEFT', 'x10_BACK-x11_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1001_BACK-x1101_BACK', 'x1101_FRONT-x1201_FRONT', 'x1200_RIGHT-x1201_LEFT']"
