#run-time information,,,,,,,,,,,,,,,,
"#	date run: 	Mon Mar 25 15:22:00 CDT 2024",,,,,,,,,,,,,,,,
"#	sct directory: 	/usr/local/slingshot_tools_26Jul2022_rev2/sct",,,,,,,,,,,,,,,,
"#	sct timestamp: 	2023-10-26 14:35:02",,,,,,,,,,,,,,,,
"#	'non-standard' SCT args: ",,,,,,,,,,,,,,,,
"#	ls config file:	-rwxr-xr-x 1 tuminell employee 17862 Mar 25 15:21 /var/users/systems/eni_revc/eni_revc.yaml",,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
cable_id,src_conn_a,src_conn_b,dst_conn_a,dst_conn_b,stage,src_egress_a,src_egress_b,dst_egress_a,dst_egress_b,link_type,src_group,dst_group,part_number,part_length,calculated_distance,route
3203.3103.00.0000,x3203.c0.r42.j25,none,x3103.c0.r42.j2,none,1,x3203-RIGHT,none,x3103-LEFT,none,local,1,1,R4K84A,35,31.6789232,"['x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT']"
3203.3102.00.0000,x3203.c0.r42.j28,none,x3102.c0.r42.j2,none,1,x3203-RIGHT,none,x3102-LEFT,none,local,1,1,R4K84A,35,32.5246855,"['x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3103_RIGHT-x3102_LEFT']"
3203.3101.00.0000,x3203.c0.r42.j27,none,x3101.c0.r42.j2,none,1,x3203-RIGHT,none,x3101-LEFT,none,local,1,1,R4K84A,35,33.3456481,"['x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3103_RIGHT-x3102_LEFT', 'x3102_RIGHT-x3101_LEFT']"
3202.3104.00.0000,x3202.c0.r42.j26,none,x3104.c0.r42.j1,none,1,x3202-RIGHT,none,x3104-LEFT,none,local,1,1,R4K84A,35,31.6790097,"['x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT']"
3202.3103.00.0000,x3202.c0.r42.j25,none,x3103.c0.r42.j1,none,1,x3202-RIGHT,none,x3103-LEFT,none,local,1,1,R4K84A,35,32.4999171,"['x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT']"
3202.3102.00.0000,x3202.c0.r42.j28,none,x3102.c0.r42.j1,none,1,x3202-RIGHT,none,x3102-LEFT,none,local,1,1,R4K84A,35,33.3456795,"['x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3103_RIGHT-x3102_LEFT']"
3202.3101.00.0000,x3202.c0.r42.j27,none,x3101.c0.r42.j1,none,1,x3202-RIGHT,none,x3101-LEFT,none,local,1,1,R4K84A,35,34.166642,"['x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3103_RIGHT-x3102_LEFT', 'x3102_RIGHT-x3101_LEFT']"
3201.3104.00.0000,x3201.c0.r42.j26,none,x3104.c0.r42.j26,none,1,x3201-RIGHT,none,x3104-LEFT,none,local,1,1,R4K84A,35,32.208662,"['x3201_RIGHT-x3202_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT']"
3201.3103.00.0000,x3201.c0.r42.j25,none,x3103.c0.r42.j26,none,1,x3201-RIGHT,none,x3103-LEFT,none,local,1,1,R4K84A,35,33.0295694,"['x3201_RIGHT-x3202_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT']"
3201.3102.00.0000,x3201.c0.r42.j28,none,x3102.c0.r42.j26,none,1,x3201-RIGHT,none,x3102-LEFT,none,local,1,1,R4K84A,35,33.8753318,"['x3201_RIGHT-x3202_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3103_RIGHT-x3102_LEFT']"
3201.3101.00.0000,x3201.c0.r42.j27,none,x3101.c0.r42.j26,none,1,x3201-RIGHT,none,x3101-LEFT,none,local,1,1,R4K84A,35,34.6962943,"['x3201_RIGHT-x3202_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3103_RIGHT-x3102_LEFT', 'x3102_RIGHT-x3101_LEFT']"
3208.3204.00.0000,x3208.c0.r42.j4,none,x3204.c0.r42.j8,none,1,x3208-LEFT,none,x3204-RIGHT,none,local,1,1,R4K81A,14,10.9668603,"['x3207_RIGHT-x3208_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3204_RIGHT-x3205_LEFT']"
3208.3203.00.0000,x3208.c0.r42.j5,none,x3203.c0.r42.j8,none,1,x3208-LEFT,none,x3203-RIGHT,none,local,1,1,R4K81A,14,11.7616069,"['x3207_RIGHT-x3208_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3203_RIGHT-x3204_LEFT']"
3208.3202.00.0000,x3208.c0.r42.j6,none,x3202.c0.r42.j8,none,1,x3208-LEFT,none,x3202-RIGHT,none,local,1,1,R4K81A,14,12.5843292,"['x3207_RIGHT-x3208_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3202_RIGHT-x3203_LEFT']"
3208.3201.00.0000,x3208.c0.r42.j8,none,x3201.c0.r42.j8,none,1,x3208-LEFT,none,x3201-RIGHT,none,local,1,1,R4K81A,14,13.3830736,"['x3207_RIGHT-x3208_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3201_RIGHT-x3202_LEFT']"
3207.3204.00.0000,x3207.c0.r42.j4,none,x3204.c0.r42.j6,none,1,x3207-LEFT,none,x3204-RIGHT,none,local,1,1,R4K81A,14,10.1225834,"['x3206_RIGHT-x3207_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3204_RIGHT-x3205_LEFT']"
3207.3203.00.0000,x3207.c0.r42.j5,none,x3203.c0.r42.j6,none,1,x3207-LEFT,none,x3203-RIGHT,none,local,1,1,R4K81A,14,10.9173301,"['x3206_RIGHT-x3207_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3203_RIGHT-x3204_LEFT']"
3207.3202.00.0000,x3207.c0.r42.j6,none,x3202.c0.r42.j6,none,1,x3207-LEFT,none,x3202-RIGHT,none,local,1,1,R4K81A,14,11.7400524,"['x3206_RIGHT-x3207_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3202_RIGHT-x3203_LEFT']"
3207.3201.00.0000,x3207.c0.r42.j8,none,x3201.c0.r42.j6,none,1,x3207-LEFT,none,x3201-RIGHT,none,local,1,1,R4K81A,14,12.5387968,"['x3206_RIGHT-x3207_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3201_RIGHT-x3202_LEFT']"
3206.3204.00.0000,x3206.c0.r42.j4,none,x3204.c0.r42.j5,none,1,x3206-LEFT,none,x3204-RIGHT,none,local,1,1,R4K80A,10,9.2978177,"['x3205_RIGHT-x3206_LEFT', 'x3204_RIGHT-x3205_LEFT']"
3206.3203.00.0000,x3206.c0.r42.j5,none,x3203.c0.r42.j5,none,1,x3206-LEFT,none,x3203-RIGHT,none,local,1,1,R4K81A,14,10.0925643,"['x3205_RIGHT-x3206_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3203_RIGHT-x3204_LEFT']"
3206.3202.00.0000,x3206.c0.r42.j6,none,x3202.c0.r42.j5,none,1,x3206-LEFT,none,x3202-RIGHT,none,local,1,1,R4K81A,14,10.9152867,"['x3205_RIGHT-x3206_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3202_RIGHT-x3203_LEFT']"
3206.3201.00.0000,x3206.c0.r42.j8,none,x3201.c0.r42.j5,none,1,x3206-LEFT,none,x3201-RIGHT,none,local,1,1,R4K81A,14,11.7140311,"['x3205_RIGHT-x3206_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3201_RIGHT-x3202_LEFT']"
3205.3204.00.0000,x3205.c0.r42.j4,none,x3204.c0.r42.j4,none,1,x3205-LEFT,none,x3204-RIGHT,none,local,1,1,R4K61A,1.42,1.2962484,['x3204_RIGHT-x3205_LEFT']
3205.3203.00.0000,x3205.c0.r42.j5,none,x3203.c0.r42.j4,none,1,x3205-LEFT,none,x3203-RIGHT,none,local,1,1,R4K78A,5,2.5521148,"['x3204_RIGHT-x3205_LEFT', 'x3203_RIGHT-x3204_LEFT']"
3205.3202.00.0000,x3205.c0.r42.j6,none,x3202.c0.r42.j4,none,1,x3205-LEFT,none,x3202-RIGHT,none,local,1,1,R4K78A,5,3.3748372,"['x3204_RIGHT-x3205_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3202_RIGHT-x3203_LEFT']"
3205.3201.00.0000,x3205.c0.r42.j8,none,x3201.c0.r42.j4,none,1,x3205-LEFT,none,x3201-RIGHT,none,local,1,1,R4K78A,5,4.1735816,"['x3204_RIGHT-x3205_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3201_RIGHT-x3202_LEFT']"
3204.3108.00.0000,x3204.c0.r42.j30,none,x3108.c0.r42.j3,none,1,x3204-RIGHT,none,x3108-LEFT,none,local,1,1,R4K84A,35,26.7743003,"['x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT']"
3204.3107.00.0000,x3204.c0.r42.j29,none,x3107.c0.r42.j3,none,1,x3204-RIGHT,none,x3107-LEFT,none,local,1,1,R4K84A,35,27.5953177,"['x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT']"
3204.3106.00.0000,x3204.c0.r42.j32,none,x3106.c0.r42.j3,none,1,x3204-RIGHT,none,x3106-LEFT,none,local,1,1,R4K84A,35,28.4409856,"['x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT']"
3204.3105.00.0000,x3204.c0.r42.j31,none,x3105.c0.r42.j3,none,1,x3204-RIGHT,none,x3105-LEFT,none,local,1,1,R4K84A,35,29.2620456,"['x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT']"
3203.3108.00.0000,x3203.c0.r42.j30,none,x3108.c0.r42.j2,none,1,x3203-RIGHT,none,x3108-LEFT,none,local,1,1,R4K84A,35,27.6200323,"['x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT']"
3203.3107.00.0000,x3203.c0.r42.j29,none,x3107.c0.r42.j2,none,1,x3203-RIGHT,none,x3107-LEFT,none,local,1,1,R4K84A,35,28.4410497,"['x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT']"
3203.3106.00.0000,x3203.c0.r42.j32,none,x3106.c0.r42.j2,none,1,x3203-RIGHT,none,x3106-LEFT,none,local,1,1,R4K84A,35,29.2867176,"['x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT']"
3203.3105.00.0000,x3203.c0.r42.j31,none,x3105.c0.r42.j2,none,1,x3203-RIGHT,none,x3105-LEFT,none,local,1,1,R4K84A,35,30.1077777,"['x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT']"
3202.3108.00.0000,x3202.c0.r42.j30,none,x3108.c0.r42.j1,none,1,x3202-RIGHT,none,x3108-LEFT,none,local,1,1,R4K84A,35,28.4410263,"['x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT']"
3202.3107.00.0000,x3202.c0.r42.j29,none,x3107.c0.r42.j1,none,1,x3202-RIGHT,none,x3107-LEFT,none,local,1,1,R4K84A,35,29.2620436,"['x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT']"
3202.3106.00.0000,x3202.c0.r42.j32,none,x3106.c0.r42.j1,none,1,x3202-RIGHT,none,x3106-LEFT,none,local,1,1,R4K84A,35,30.1077115,"['x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT']"
3202.3105.00.0000,x3202.c0.r42.j31,none,x3105.c0.r42.j1,none,1,x3202-RIGHT,none,x3105-LEFT,none,local,1,1,R4K84A,35,30.9287716,"['x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT']"
3201.3108.00.0000,x3201.c0.r42.j30,none,x3108.c0.r42.j26,none,1,x3201-RIGHT,none,x3108-LEFT,none,local,1,1,R4K84A,35,28.9706786,"['x3201_RIGHT-x3202_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT']"
3201.3107.00.0000,x3201.c0.r42.j29,none,x3107.c0.r42.j26,none,1,x3201-RIGHT,none,x3107-LEFT,none,local,1,1,R4K84A,35,29.7916959,"['x3201_RIGHT-x3202_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT']"
3201.3106.00.0000,x3201.c0.r42.j32,none,x3106.c0.r42.j26,none,1,x3201-RIGHT,none,x3106-LEFT,none,local,1,1,R4K84A,35,30.6373639,"['x3201_RIGHT-x3202_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT']"
3201.3105.00.0000,x3201.c0.r42.j31,none,x3105.c0.r42.j26,none,1,x3201-RIGHT,none,x3105-LEFT,none,local,1,1,R4K84A,35,31.4584239,"['x3201_RIGHT-x3202_LEFT', 'x3202_RIGHT-x3203_LEFT', 'x3203_RIGHT-x3204_LEFT', 'x3204_RIGHT-x3205_LEFT', 'x3205_RIGHT-x3206_LEFT', 'x3206_RIGHT-x3207_LEFT', 'x3207_RIGHT-x3208_LEFT', 'x3208_RIGHT-x3209_LEFT', 'x11_FRONT-x3209_FRONT', 'x11_RIGHT-x3108_LEFT', 'x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT']"
3108.3104.00.0000,x3108.c0.r42.j25,none,x3104.c0.r42.j25,none,1,x3108-RIGHT,none,x3104-LEFT,none,local,1,1,R4K78A,5,4.2178506,"['x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT']"
3108.3103.00.0000,x3108.c0.r42.j27,none,x3103.c0.r42.j25,none,1,x3108-RIGHT,none,x3103-LEFT,none,local,1,1,R4K79A,7,5.0627759,"['x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT']"
3108.3102.00.0000,x3108.c0.r42.j28,none,x3102.c0.r42.j25,none,1,x3108-RIGHT,none,x3102-LEFT,none,local,1,1,R4K79A,7,5.8854126,"['x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3103_RIGHT-x3102_LEFT']"
3108.3101.00.0000,x3108.c0.r42.j30,none,x3101.c0.r42.j25,none,1,x3108-RIGHT,none,x3101-LEFT,none,local,1,1,R4K79A,7,6.7333566,"['x3108_RIGHT-x3107_LEFT', 'x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3103_RIGHT-x3102_LEFT', 'x3102_RIGHT-x3101_LEFT']"
3107.3104.00.0000,x3107.c0.r42.j25,none,x3104.c0.r42.j28,none,1,x3107-RIGHT,none,x3104-LEFT,none,local,1,1,R4K78A,5,3.3775507,"['x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT']"
3107.3103.00.0000,x3107.c0.r42.j27,none,x3103.c0.r42.j28,none,1,x3107-RIGHT,none,x3103-LEFT,none,local,1,1,R4K78A,5,4.222476,"['x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT']"
3107.3102.00.0000,x3107.c0.r42.j28,none,x3102.c0.r42.j28,none,1,x3107-RIGHT,none,x3102-LEFT,none,local,1,1,R4K79A,7,5.0451127,"['x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3103_RIGHT-x3102_LEFT']"
3107.3101.00.0000,x3107.c0.r42.j30,none,x3101.c0.r42.j28,none,1,x3107-RIGHT,none,x3101-LEFT,none,local,1,1,R4K79A,7,5.8930567,"['x3107_RIGHT-x3106_LEFT', 'x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT', 'x3104_RIGHT-x3103_LEFT', 'x3103_RIGHT-x3102_LEFT', 'x3102_RIGHT-x3101_LEFT']"
3106.3104.00.0000,x3106.c0.r42.j25,none,x3104.c0.r42.j27,none,1,x3106-RIGHT,none,x3104-LEFT,none,local,1,1,R4K78A,5,2.5513924,"['x3106_RIGHT-x3105_LEFT', 'x3105_RIGHT-x3104_LEFT']"
