#run-time information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	date run: 	Mon Mar 25 15:22:00 CDT 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	sct directory: 	/usr/local/slingshot_tools_26Jul2022_rev2/sct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	sct timestamp: 	2023-10-26 14:35:02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	'non-standard' SCT args: ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	ls config file:	-rwxr-xr-x 1 tuminell employee 17862 Mar 25 15:21 /var/users/systems/eni_revc/eni_revc.yaml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cable_id,src_conn_a,src_conn_b,dst_conn_a,dst_conn_b,stage,src_egress_a,src_egress_b,dst_egress_a,dst_egress_b,link_type,src_group,dst_group,part_number,part_length,calculated_distance,route,,,,,,,,,,,,,
1105.1105.00.0094,x1105.c5.r5.j13,x1105.c5.r7.j13,x1105.c0.r5.j10,x1105.c0.r7.j10,1,none,none,none,none,local,14,14,R4K72A,1.91,1.7857837,[],,,,,,,,,,,,,
1105.1105.00.0095,x1105.c5.r5.j14,x1105.c5.r7.j14,x1105.c0.r1.j10,x1105.c0.r3.j10,1,none,none,none,none,local,14,14,R4K73A,2.13,1.9618329,[],,,,,,,,,,,,,
1105.1105.00.0096,x1105.c5.r1.j13,x1105.c5.r3.j13,x1105.c6.r5.j8,x1105.c6.r7.j8,1,none,none,none,none,local,14,14,R4K71A,1.64,1.530817,[],,,,,,,,,,,,,
1105.1105.00.0097,x1105.c5.r1.j15,x1105.c5.r3.j15,x1105.c6.r1.j8,x1105.c6.r3.j8,1,none,none,none,none,local,14,14,R4K70A,1.42,1.3299277,[],,,,,,,,,,,,,
1105.1105.00.0098,x1105.c5.r1.j20,x1105.c5.r3.j20,x1105.c4.r5.j4,x1105.c4.r7.j4,1,none,none,none,none,local,14,14,R4K69A,1.15,0.9197432,[],,,,,,,,,,,,,
1105.1105.00.0099,x1105.c5.r1.j24,x1105.c5.r3.j24,x1105.c4.r1.j2,x1105.c4.r3.j2,1,none,none,none,none,local,14,14,R4K68A,0.75,0.6713578,[],,,,,,,,,,,,,
1105.1105.00.0100,x1105.c5.r1.j22,x1105.c5.r3.j22,x1105.c2.r5.j6,x1105.c2.r7.j6,1,none,none,none,none,local,14,14,R4K69A,1.15,0.9673693,[],,,,,,,,,,,,,
1105.1105.00.0101,x1105.c5.r1.j18,x1105.c5.r3.j18,x1105.c2.r1.j8,x1105.c2.r3.j8,1,none,none,none,none,local,14,14,R4K70A,1.42,1.2168841,[],,,,,,,,,,,,,
1105.1105.00.0102,x1105.c5.r1.j16,x1105.c5.r3.j16,x1105.c0.r5.j9,x1105.c0.r7.j9,1,none,none,none,none,local,14,14,R4K71A,1.64,1.5814524,[],,,,,,,,,,,,,
1105.1105.00.0103,x1105.c5.r1.j14,x1105.c5.r3.j14,x1105.c0.r1.j9,x1105.c0.r3.j9,1,none,none,none,none,local,14,14,R4K72A,1.91,1.7823155,[],,,,,,,,,,,,,
1105.1105.00.0104,x1105.c3.r5.j14,x1105.c3.r7.j14,x1105.c6.r5.j9,x1105.c6.r7.j9,1,none,none,none,none,local,14,14,R4K72A,1.91,1.8747367,[],,,,,,,,,,,,,
1105.1105.00.0105,x1105.c3.r5.j16,x1105.c3.r7.j16,x1105.c6.r1.j9,x1105.c6.r3.j9,1,none,none,none,none,local,14,14,R4K72A,1.91,1.6740354,[],,,,,,,,,,,,,
1105.1105.00.0106,x1105.c3.r5.j18,x1105.c3.r7.j18,x1105.c4.r5.j8,x1105.c4.r7.j8,1,none,none,none,none,local,14,14,R4K70A,1.42,1.305783,[],,,,,,,,,,,,,
1105.1105.00.0107,x1105.c3.r5.j20,x1105.c3.r7.j20,x1105.c4.r1.j4,x1105.c4.r3.j4,1,none,none,none,none,local,14,14,R4K69A,1.15,1.0562682,[],,,,,,,,,,,,,
1105.1105.00.0108,x1105.c3.r5.j24,x1105.c3.r7.j24,x1105.c2.r5.j2,x1105.c2.r7.j2,1,none,none,none,none,local,14,14,R4K68A,0.75,0.6713578,[],,,,,,,,,,,,,
1105.1105.00.0109,x1105.c3.r5.j22,x1105.c3.r7.j22,x1105.c2.r1.j6,x1105.c2.r3.j6,1,none,none,none,none,local,14,14,R4K69A,1.15,0.8308444,[],,,,,,,,,,,,,
1105.1105.00.0110,x1105.c3.r5.j15,x1105.c3.r7.j15,x1105.c0.r5.j8,x1105.c0.r7.j8,1,none,none,none,none,local,14,14,R4K70A,1.42,1.2449495,[],,,,,,,,,,,,,
1105.1105.00.0111,x1105.c3.r5.j13,x1105.c3.r7.j13,x1105.c0.r1.j8,x1105.c0.r3.j8,1,none,none,none,none,local,14,14,R4K71A,1.64,1.445598,[],,,,,,,,,,,,,
1105.1105.00.0112,x1105.c3.r1.j14,x1105.c3.r3.j14,x1105.c6.r5.j10,x1105.c6.r7.j10,1,none,none,none,none,local,14,14,R4K73A,2.13,2.0505701,[],,,,,,,,,,,,,
1105.1105.00.0113,x1105.c3.r1.j13,x1105.c3.r3.j13,x1105.c6.r1.j10,x1105.c6.r3.j10,1,none,none,none,none,local,14,14,R4K72A,1.91,1.8712418,[],,,,,,,,,,,,,
1105.1105.00.0114,x1105.c3.r1.j16,x1105.c3.r3.j16,x1105.c4.r5.j10,x1105.c4.r7.j10,1,none,none,none,none,local,14,14,R4K71A,1.64,1.535544,[],,,,,,,,,,,,,
1105.1105.00.0115,x1105.c3.r1.j18,x1105.c3.r3.j18,x1105.c4.r1.j8,x1105.c4.r3.j8,1,none,none,none,none,local,14,14,R4K70A,1.42,1.305783,[],,,,,,,,,,,,,
1105.1105.00.0116,x1105.c3.r1.j20,x1105.c3.r3.j20,x1105.c2.r5.j4,x1105.c2.r7.j4,1,none,none,none,none,local,14,14,R4K69A,1.15,0.9197432,[],,,,,,,,,,,,,
1105.1105.00.0117,x1105.c3.r1.j24,x1105.c3.r3.j24,x1105.c2.r1.j2,x1105.c2.r3.j2,1,none,none,none,none,local,14,14,R4K68A,0.75,0.6713578,[],,,,,,,,,,,,,
1105.1105.00.0118,x1105.c3.r1.j22,x1105.c3.r3.j22,x1105.c0.r5.j6,x1105.c0.r7.j6,1,none,none,none,none,local,14,14,R4K69A,1.15,0.9673693,[],,,,,,,,,,,,,
1105.1105.00.0119,x1105.c3.r1.j15,x1105.c3.r3.j15,x1105.c0.r1.j6,x1105.c0.r3.j6,1,none,none,none,none,local,14,14,R4K70A,1.42,1.2222304,[],,,,,,,,,,,,,
1105.1105.00.0120,x1105.c1.r5.j14,x1105.c1.r7.j14,x1105.c6.r5.j11,x1105.c6.r7.j11,1,none,none,none,none,local,14,14,R4K74A,2.39,2.3897097,[],,,,,,,,,,,,,
1105.1105.00.0121,x1105.c1.r5.j13,x1105.c1.r7.j13,x1105.c6.r1.j11,x1105.c6.r3.j11,1,none,none,none,none,local,14,14,R4K74A,2.39,2.2103814,[],,,,,,,,,,,,,
1105.1105.00.0122,x1105.c1.r5.j16,x1105.c1.r7.j16,x1105.c4.r5.j11,x1105.c4.r7.j11,1,none,none,none,none,local,14,14,R4K72A,1.91,1.8746836,[],,,,,,,,,,,,,
1105.1105.00.0123,x1105.c1.r5.j15,x1105.c1.r7.j15,x1105.c4.r1.j10,x1105.c4.r3.j10,1,none,none,none,none,local,14,14,R4K72A,1.91,1.6703524,[],,,,,,,,,,,,,
1105.1105.00.0124,x1105.c1.r5.j18,x1105.c1.r7.j18,x1105.c2.r5.j8,x1105.c2.r7.j8,1,none,none,none,none,local,14,14,R4K70A,1.42,1.305783,[],,,,,,,,,,,,,
1105.1105.00.0125,x1105.c1.r5.j20,x1105.c1.r7.j20,x1105.c2.r1.j4,x1105.c2.r3.j4,1,none,none,none,none,local,14,14,R4K69A,1.15,1.0562682,[],,,,,,,,,,,,,
1105.1105.00.0126,x1105.c1.r5.j24,x1105.c1.r7.j24,x1105.c0.r5.j2,x1105.c0.r7.j2,1,none,none,none,none,local,14,14,R4K68A,0.75,0.6713578,[],,,,,,,,,,,,,
1105.1105.00.0127,x1105.c1.r5.j22,x1105.c1.r7.j22,x1105.c0.r1.j4,x1105.c0.r3.j4,1,none,none,none,none,local,14,14,R4K69A,1.15,0.8053129,[],,,,,,,,,,,,,
1105.1105.00.0128,x1105.c1.r1.j14,x1105.c1.r3.j14,x1105.c6.r5.j12,x1105.c6.r7.j12,1,none,none,none,none,local,14,14,R4K75A,2.62,2.565758,[],,,,,,,,,,,,,
1105.1105.00.0129,x1105.c1.r1.j13,x1105.c1.r3.j13,x1105.c6.r1.j12,x1105.c6.r3.j12,1,none,none,none,none,local,14,14,R4K74A,2.39,2.3864297,[],,,,,,,,,,,,,
1105.1105.00.0130,x1105.c1.r1.j16,x1105.c1.r3.j16,x1105.c4.r5.j12,x1105.c4.r7.j12,1,none,none,none,none,local,14,14,R4K73A,2.13,2.0507319,[],,,,,,,,,,,,,
1105.1105.00.0131,x1105.c1.r1.j15,x1105.c1.r3.j15,x1105.c4.r1.j12,x1105.c4.r3.j12,1,none,none,none,none,local,14,14,R4K72A,1.91,1.8712155,[],,,,,,,,,,,,,
1105.1105.00.0132,x1105.c1.r1.j18,x1105.c1.r3.j18,x1105.c2.r5.j10,x1105.c2.r7.j10,1,none,none,none,none,local,14,14,R4K71A,1.64,1.5096827,[],,,,,,,,,,,,,
1105.1105.00.0133,x1105.c1.r1.j20,x1105.c1.r3.j20,x1105.c2.r1.j9,x1105.c2.r3.j9,1,none,none,none,none,local,14,14,R4K70A,1.42,1.3111296,[],,,,,,,,,,,,,
1105.1105.00.0134,x1105.c1.r1.j22,x1105.c1.r3.j22,x1105.c0.r5.j4,x1105.c0.r7.j4,1,none,none,none,none,local,14,14,R4K69A,1.15,0.8942107,[],,,,,,,,,,,,,
1105.1105.00.0135,x1105.c1.r1.j24,x1105.c1.r3.j24,x1105.c0.r1.j2,x1105.c0.r3.j2,1,none,none,none,none,local,14,14,R4K68A,0.75,0.6713578,[],,,,,,,,,,,,,
1200.1200.00.0000,x1200.c6.r5.j14,x1200.c6.r7.j14,x1200.c0.r1.j14,x1200.c0.r3.j14,1,none,none,none,none,local,15,15,R4K75A,2.62,2.4769591,[],,,,,,,,,,,,,
1200.1200.00.0001,x1200.c6.r5.j13,x1200.c6.r7.j13,x1200.c0.r5.j14,x1200.c0.r7.j14,1,none,none,none,none,local,15,15,R4K74A,2.39,2.30091,[],,,,,,,,,,,,,
1200.1200.00.0002,x1200.c6.r1.j14,x1200.c6.r3.j14,x1200.c0.r1.j13,x1200.c0.r3.j13,1,none,none,none,none,local,15,15,R4K74A,2.39,2.2976308,[],,,,,,,,,,,,,
1200.1200.00.0003,x1200.c6.r5.j16,x1200.c6.r7.j16,x1200.c2.r1.j14,x1200.c2.r3.j14,1,none,none,none,none,local,15,15,R4K73A,2.13,1.9617711,[],,,,,,,,,,,,,
1200.1200.00.0004,x1200.c6.r1.j13,x1200.c6.r3.j13,x1200.c0.r5.j13,x1200.c0.r7.j13,1,none,none,none,none,local,15,15,R4K73A,2.13,2.1215817,[],,,,,,,,,,,,,
1200.1200.00.0005,x1200.c4.r5.j14,x1200.c4.r7.j14,x1200.c0.r1.j16,x1200.c0.r3.j16,1,none,none,none,none,local,15,15,R4K73A,2.13,1.9619331,[],,,,,,,,,,,,,
1200.1200.00.0006,x1200.c6.r5.j15,x1200.c6.r7.j15,x1200.c2.r5.j14,x1200.c2.r7.j14,1,none,none,none,none,local,15,15,R4K72A,1.91,1.7859367,[],,,,,,,,,,,,,
1200.1200.00.0007,x1200.c6.r1.j16,x1200.c6.r3.j16,x1200.c2.r1.j13,x1200.c2.r3.j13,1,none,none,none,none,local,15,15,R4K72A,1.91,1.7824428,[],,,,,,,,,,,,,
1200.1200.00.0008,x1200.c4.r5.j13,x1200.c4.r7.j13,x1200.c0.r5.j16,x1200.c0.r7.j16,1,none,none,none,none,local,15,15,R4K72A,1.91,1.7858839,[],,,,,,,,,,,,,
1200.1200.00.0009,x1200.c4.r1.j14,x1200.c4.r3.j14,x1200.c0.r1.j15,x1200.c0.r3.j15,1,none,none,none,none,local,15,15,R4K72A,1.91,1.7824166,[],,,,,,,,,,,,,
1200.1200.00.0010,x1200.c6.r5.j18,x1200.c6.r7.j18,x1200.c4.r1.j13,x1200.c4.r3.j13,1,none,none,none,none,local,15,15,R4K71A,1.64,1.4420179,[],,,,,,,,,,,,,
1200.1200.00.0011,x1200.c6.r1.j15,x1200.c6.r3.j15,x1200.c2.r5.j16,x1200.c2.r7.j16,1,none,none,none,none,local,15,15,R4K71A,1.64,1.5852354,[],,,,,,,,,,,,,
1200.1200.00.0012,x1200.c4.r5.j16,x1200.c4.r7.j16,x1200.c2.r1.j16,x1200.c2.r3.j16,1,none,none,none,none,local,15,15,R4K71A,1.64,1.4467451,[],,,,,,,,,,,,,
1200.1200.00.0013,x1200.c4.r1.j16,x1200.c4.r3.j16,x1200.c0.r5.j15,x1200.c0.r7.j15,1,none,none,none,none,local,15,15,R4K71A,1.64,1.5815535,[],,,,,,,,,,,,,
1200.1200.00.0014,x1200.c2.r5.j13,x1200.c2.r7.j13,x1200.c0.r1.j18,x1200.c0.r3.j18,1,none,none,none,none,local,15,15,R4K71A,1.64,1.4456978,[],,,,,,,,,,,,,
1200.1200.00.0015,x1200.c6.r5.j20,x1200.c6.r7.j20,x1200.c4.r5.j15,x1200.c4.r7.j15,1,none,none,none,none,local,15,15,R4K70A,1.42,1.2181245,[],,,,,,,,,,,,,
1200.1200.00.0016,x1200.c6.r1.j18,x1200.c6.r3.j18,x1200.c4.r1.j15,x1200.c4.r3.j15,1,none,none,none,none,local,15,15,R4K70A,1.42,1.2411286,[],,,,,,,,,,,,,
1200.1200.00.0017,x1200.c4.r5.j18,x1200.c4.r7.j18,x1200.c2.r5.j18,x1200.c2.r7.j18,1,none,none,none,none,local,15,15,R4K70A,1.42,1.2169839,[],,,,,,,,,,,,,
1200.1200.00.0018,x1200.c4.r1.j18,x1200.c4.r3.j18,x1200.c2.r1.j18,x1200.c2.r3.j18,1,none,none,none,none,local,15,15,R4K70A,1.42,1.2169839,[],,,,,,,,,,,,,
1200.1200.00.0019,x1200.c2.r5.j15,x1200.c2.r7.j15,x1200.c0.r5.j18,x1200.c0.r7.j18,1,none,none,none,none,local,15,15,R4K70A,1.42,1.2450493,[],,,,,,,,,,,,,
1200.1200.00.0020,x1200.c2.r1.j15,x1200.c2.r3.j15,x1200.c0.r1.j20,x1200.c0.r3.j20,1,none,none,none,none,local,15,15,R4K70A,1.42,1.2223296,[],,,,,,,,,,,,,
1200.1200.00.0021,x1200.c6.r5.j22,x1200.c6.r7.j22,x1200.c6.r1.j22,x1200.c6.r3.j22,1,none,none,none,none,local,15,15,R4K69A,1.15,0.8054111,[],,,,,,,,,,,,,
1200.1200.00.0022,x1200.c6.r1.j20,x1200.c6.r3.j20,x1200.c4.r5.j20,x1200.c4.r7.j20,1,none,none,none,none,local,15,15,R4K69A,1.15,0.9934601,[],,,,,,,,,,,,,
1200.1200.00.0023,x1200.c4.r5.j22,x1200.c4.r7.j22,x1200.c4.r1.j22,x1200.c4.r3.j22,1,none,none,none,none,local,15,15,R4K69A,1.15,0.8054111,[],,,,,,,,,,,,,
1200.1200.00.0024,x1200.c4.r1.j20,x1200.c4.r3.j20,x1200.c2.r5.j20,x1200.c2.r7.j20,1,none,none,none,none,local,15,15,R4K69A,1.15,0.9934601,[],,,,,,,,,,,,,
1200.1200.00.0025,x1200.c2.r5.j22,x1200.c2.r7.j22,x1200.c2.r1.j22,x1200.c2.r3.j22,1,none,none,none,none,local,15,15,R4K69A,1.15,0.8054111,[],,,,,,,,,,,,,
1200.1200.00.0026,x1200.c2.r1.j20,x1200.c2.r3.j20,x1200.c0.r5.j20,x1200.c0.r7.j20,1,none,none,none,none,local,15,15,R4K69A,1.15,0.9934601,[],,,,,,,,,,,,,
1200.1200.00.0027,x1200.c0.r5.j22,x1200.c0.r7.j22,x1200.c0.r1.j22,x1200.c0.r3.j22,1,none,none,none,none,local,15,15,R4K69A,1.15,0.8054111,[],,,,,,,,,,,,,
1200.1200.00.0028,x1200.c7.r5.j12,x1200.c7.r7.j12,x1200.c1.r1.j12,x1200.c1.r3.j12,1,none,none,none,none,local,15,15,R4K75A,2.62,2.4767576,[],,,,,,,,,,,,,
1200.1200.00.0029,x1200.c7.r5.j11,x1200.c7.r7.j11,x1200.c1.r5.j12,x1200.c1.r7.j12,1,none,none,none,none,local,15,15,R4K74A,2.39,2.3007093,[],,,,,,,,,,,,,
1200.1200.00.0030,x1200.c7.r1.j12,x1200.c7.r3.j12,x1200.c1.r1.j11,x1200.c1.r3.j11,1,none,none,none,none,local,15,15,R4K74A,2.39,2.2974286,[],,,,,,,,,,,,,
1200.1200.00.0031,x1200.c7.r5.j10,x1200.c7.r7.j10,x1200.c3.r1.j12,x1200.c3.r3.j12,1,none,none,none,none,local,15,15,R4K73A,2.13,1.9615697,[],,,,,,,,,,,,,
1200.1200.00.0032,x1200.c7.r1.j11,x1200.c7.r3.j11,x1200.c1.r5.j11,x1200.c1.r7.j11,1,none,none,none,none,local,15,15,R4K73A,2.13,2.1213803,[],,,,,,,,,,,,,
1200.1200.00.0033,x1200.c5.r5.j12,x1200.c5.r7.j12,x1200.c1.r1.j10,x1200.c1.r3.j10,1,none,none,none,none,local,15,15,R4K73A,2.13,1.9617318,[],,,,,,,,,,,,,
1200.1200.00.0034,x1200.c7.r5.j9,x1200.c7.r7.j9,x1200.c3.r5.j12,x1200.c3.r7.j12,1,none,none,none,none,local,15,15,R4K72A,1.91,1.7857363,[],,,,,,,,,,,,,
1200.1200.00.0035,x1200.c7.r1.j10,x1200.c7.r3.j10,x1200.c3.r1.j11,x1200.c3.r3.j11,1,none,none,none,none,local,15,15,R4K72A,1.91,1.7822406,[],,,,,,,,,,,,,
1200.1200.00.0036,x1200.c5.r5.j11,x1200.c5.r7.j11,x1200.c1.r5.j10,x1200.c1.r7.j10,1,none,none,none,none,local,15,15,R4K72A,1.91,1.7856835,[],,,,,,,,,,,,,
1200.1200.00.0037,x1200.c5.r1.j12,x1200.c5.r3.j12,x1200.c1.r1.j9,x1200.c1.r3.j9,1,none,none,none,none,local,15,15,R4K72A,1.91,1.7822145,[],,,,,,,,,,,,,
1200.1200.00.0038,x1200.c7.r5.j8,x1200.c7.r7.j8,x1200.c5.r1.j11,x1200.c5.r3.j11,1,none,none,none,none,local,15,15,R4K71A,1.64,1.4418159,[],,,,,,,,,,,,,
1200.1200.00.0039,x1200.c7.r1.j9,x1200.c7.r3.j9,x1200.c3.r5.j10,x1200.c3.r7.j10,1,none,none,none,none,local,15,15,R4K71A,1.64,1.5850353,[],,,,,,,,,,,,,
1200.1200.00.0040,x1200.c5.r5.j10,x1200.c5.r7.j10,x1200.c3.r1.j10,x1200.c3.r3.j10,1,none,none,none,none,local,15,15,R4K71A,1.64,1.4465439,[],,,,,,,,,,,,,
1200.1200.00.0041,x1200.c5.r1.j10,x1200.c5.r3.j10,x1200.c1.r5.j9,x1200.c1.r7.j9,1,none,none,none,none,local,15,15,R4K71A,1.64,1.5813514,[],,,,,,,,,,,,,
1200.1200.00.0042,x1200.c3.r5.j11,x1200.c3.r7.j11,x1200.c1.r1.j8,x1200.c1.r3.j8,1,none,none,none,none,local,15,15,R4K71A,1.64,1.4454978,[],,,,,,,,,,,,,
1200.1200.00.0043,x1200.c7.r5.j6,x1200.c7.r7.j6,x1200.c5.r5.j9,x1200.c5.r7.j9,1,none,none,none,none,local,15,15,R4K70A,1.42,1.2179228,[],,,,,,,,,,,,,
1200.1200.00.0044,x1200.c7.r1.j8,x1200.c7.r3.j8,x1200.c5.r1.j9,x1200.c5.r3.j9,1,none,none,none,none,local,15,15,R4K70A,1.42,1.2409267,[],,,,,,,,,,,,,
1200.1200.00.0045,x1200.c5.r5.j8,x1200.c5.r7.j8,x1200.c3.r5.j8,x1200.c3.r7.j8,1,none,none,none,none,local,15,15,R4K70A,1.42,1.2167832,[],,,,,,,,,,,,,
1200.1200.00.0046,x1200.c5.r1.j8,x1200.c5.r3.j8,x1200.c3.r1.j8,x1200.c3.r3.j8,1,none,none,none,none,local,15,15,R4K70A,1.42,1.2167832,[],,,,,,,,,,,,,
1200.1200.00.0047,x1200.c3.r5.j9,x1200.c3.r7.j9,x1200.c1.r5.j8,x1200.c1.r7.j8,1,none,none,none,none,local,15,15,R4K70A,1.42,1.2448496,[],,,,,,,,,,,,,
1200.1200.00.0048,x1200.c3.r1.j9,x1200.c3.r3.j9,x1200.c1.r1.j6,x1200.c1.r3.j6,1,none,none,none,none,local,15,15,R4K70A,1.42,1.2221304,[],,,,,,,,,,,,,
1200.1200.00.0049,x1200.c7.r5.j4,x1200.c7.r7.j4,x1200.c7.r1.j4,x1200.c7.r3.j4,1,none,none,none,none,local,15,15,R4K69A,1.15,0.8052126,[],,,,,,,,,,,,,
1200.1200.00.0050,x1200.c7.r1.j6,x1200.c7.r3.j6,x1200.c5.r5.j6,x1200.c5.r7.j6,1,none,none,none,none,local,15,15,R4K69A,1.15,0.9932603,[],,,,,,,,,,,,,
1200.1200.00.0051,x1200.c5.r5.j4,x1200.c5.r7.j4,x1200.c5.r1.j4,x1200.c5.r3.j4,1,none,none,none,none,local,15,15,R4K69A,1.15,0.8052126,[],,,,,,,,,,,,,
1200.1200.00.0052,x1200.c5.r1.j6,x1200.c5.r3.j6,x1200.c3.r5.j6,x1200.c3.r7.j6,1,none,none,none,none,local,15,15,R4K69A,1.15,0.9932603,[],,,,,,,,,,,,,
1200.1200.00.0053,x1200.c3.r5.j4,x1200.c3.r7.j4,x1200.c3.r1.j4,x1200.c3.r3.j4,1,none,none,none,none,local,15,15,R4K69A,1.15,0.8052126,[],,,,,,,,,,,,,
1200.1200.00.0054,x1200.c3.r1.j6,x1200.c3.r3.j6,x1200.c1.r5.j6,x1200.c1.r7.j6,1,none,none,none,none,local,15,15,R4K69A,1.15,0.9932603,[],,,,,,,,,,,,,
1200.1200.00.0055,x1200.c1.r5.j4,x1200.c1.r7.j4,x1200.c1.r1.j4,x1200.c1.r3.j4,1,none,none,none,none,local,15,15,R4K69A,1.15,0.8052126,[],,,,,,,,,,,,,
1200.1200.00.0056,x1200.c6.r7.j24,none,x1200.c6.r5.j24,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6714575,[],,,,,,,,,,,,,
1200.1200.00.0057,x1200.c6.r3.j24,none,x1200.c6.r1.j24,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6714575,[],,,,,,,,,,,,,
1200.1200.00.0058,x1200.c4.r7.j24,none,x1200.c4.r5.j24,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6714575,[],,,,,,,,,,,,,
1200.1200.00.0059,x1200.c4.r3.j24,none,x1200.c4.r1.j24,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6714575,[],,,,,,,,,,,,,
1200.1200.00.0060,x1200.c2.r7.j24,none,x1200.c2.r5.j24,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6714575,[],,,,,,,,,,,,,
1200.1200.00.0061,x1200.c2.r3.j24,none,x1200.c2.r1.j24,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6714575,[],,,,,,,,,,,,,
1200.1200.00.0062,x1200.c0.r7.j24,none,x1200.c0.r5.j24,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6714575,[],,,,,,,,,,,,,
1200.1200.00.0063,x1200.c0.r3.j24,none,x1200.c0.r1.j24,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6714575,[],,,,,,,,,,,,,
1200.1200.00.0064,x1200.c7.r7.j2,none,x1200.c7.r5.j2,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6712615,[],,,,,,,,,,,,,
1200.1200.00.0065,x1200.c7.r3.j2,none,x1200.c7.r1.j2,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6712615,[],,,,,,,,,,,,,
1200.1200.00.0066,x1200.c5.r7.j2,none,x1200.c5.r5.j2,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6712615,[],,,,,,,,,,,,,
1200.1200.00.0067,x1200.c5.r3.j2,none,x1200.c5.r1.j2,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6712615,[],,,,,,,,,,,,,
1200.1200.00.0068,x1200.c3.r7.j2,none,x1200.c3.r5.j2,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6712615,[],,,,,,,,,,,,,
1200.1200.00.0069,x1200.c3.r3.j2,none,x1200.c3.r1.j2,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6712615,[],,,,,,,,,,,,,
1200.1200.00.0070,x1200.c1.r7.j2,none,x1200.c1.r5.j2,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6712615,[],,,,,,,,,,,,,
1200.1200.00.0071,x1200.c1.r3.j2,none,x1200.c1.r1.j2,none,1,none,none,none,none,local,15,15,R4K59A,0.75,0.6712615,[],,,,,,,,,,,,,
1200.1200.00.0072,x1200.c7.r5.j24,x1200.c7.r7.j24,x1200.c6.r5.j2,x1200.c6.r7.j2,1,none,none,none,none,local,15,15,R4K68A,0.75,0.6713578,[],,,,,,,,,,,,,
1200.1200.00.0073,x1200.c7.r5.j22,x1200.c7.r7.j22,x1200.c6.r1.j6,x1200.c6.r3.j6,1,none,none,none,none,local,15,15,R4K69A,1.15,0.8308444,[],,,,,,,,,,,,,
1200.1200.00.0074,x1200.c7.r5.j20,x1200.c7.r7.j20,x1200.c4.r5.j9,x1200.c4.r7.j9,1,none,none,none,none,local,15,15,R4K70A,1.42,1.2180234,[],,,,,,,,,,,,,
1200.1200.00.0075,x1200.c7.r5.j18,x1200.c7.r7.j18,x1200.c4.r1.j11,x1200.c4.r3.j11,1,none,none,none,none,local,15,15,R4K71A,1.64,1.4419168,[],,,,,,,,,,,,,
1200.1200.00.0076,x1200.c7.r5.j15,x1200.c7.r7.j15,x1200.c2.r5.j12,x1200.c2.r7.j12,1,none,none,none,none,local,15,15,R4K72A,1.91,1.7858362,[],,,,,,,,,,,,,
1200.1200.00.0077,x1200.c7.r5.j16,x1200.c7.r7.j16,x1200.c2.r1.j12,x1200.c2.r3.j12,1,none,none,none,none,local,15,15,R4K73A,2.13,1.9616707,[],,,,,,,,,,,,,
1200.1200.00.0078,x1200.c7.r5.j13,x1200.c7.r7.j13,x1200.c0.r5.j12,x1200.c0.r7.j12,1,none,none,none,none,local,15,15,R4K74A,2.39,2.3008096,[],,,,,,,,,,,,,
1200.1200.00.0079,x1200.c7.r5.j14,x1200.c7.r7.j14,x1200.c0.r1.j12,x1200.c0.r3.j12,1,none,none,none,none,local,15,15,R4K75A,2.62,2.4768587,[],,,,,,,,,,,,,
1200.1200.00.0080,x1200.c7.r1.j20,x1200.c7.r3.j20,x1200.c6.r5.j4,x1200.c6.r7.j4,1,none,none,none,none,local,15,15,R4K69A,1.15,0.9197432,[],,,,,,,,,,,,,
1200.1200.00.0081,x1200.c7.r1.j24,x1200.c7.r3.j24,x1200.c6.r1.j2,x1200.c6.r3.j2,1,none,none,none,none,local,15,15,R4K68A,0.75,0.6713578,[],,,,,,,,,,,,,
1200.1200.00.0082,x1200.c7.r1.j22,x1200.c7.r3.j22,x1200.c4.r5.j6,x1200.c4.r7.j6,1,none,none,none,none,local,15,15,R4K69A,1.15,0.9673693,[],,,,,,,,,,,,,
1200.1200.00.0083,x1200.c7.r1.j18,x1200.c7.r3.j18,x1200.c4.r1.j9,x1200.c4.r3.j9,1,none,none,none,none,local,15,15,R4K70A,1.42,1.2410275,[],,,,,,,,,,,,,
