#run-time information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	date run: 	Mon Mar 25 15:22:00 CDT 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	sct directory: 	/usr/local/slingshot_tools_26Jul2022_rev2/sct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	sct timestamp: 	2023-10-26 14:35:02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	'non-standard' SCT args: ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	ls config file:	-rwxr-xr-x 1 tuminell employee 17862 Mar 25 15:21 /var/users/systems/eni_revc/eni_revc.yaml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cable_id,src_conn_a,src_conn_b,dst_conn_a,dst_conn_b,stage,src_egress_a,src_egress_b,dst_egress_a,dst_egress_b,link_type,src_group,dst_group,part_number,part_length,calculated_distance,route,,,,,,,,,,,,,
3000.1001.00.0000,x3000.c0.r48.j21,none,x1001.c0.r1.j23,none,1,x3000-LEFT,none,x1001-LEFT,none,global,0,4,R4K85A,50,39.0944712,"['x10_BACK-x3000_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1001_RIGHT-x1002_LEFT']",,,,,,,,,,,,,
3000.1102.00.0000,x3000.c0.r47.j11,none,x1102.c0.r1.j23,none,1,x3000-LEFT,none,x1102-LEFT,none,global,0,11,R4K85A,50,39.2088618,"['x10_BACK-x3000_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_RIGHT-x1104_LEFT', 'x1104_RIGHT-x1103_LEFT', 'x1103_RIGHT-x1102_LEFT']",,,,,,,,,,,,,
3001.1002.00.0000,x3001.c0.r47.j25,none,x1002.c0.r1.j23,none,1,x3001-RIGHT,none,x1002-LEFT,none,global,0,5,R4K85A,50,38.8485265,"['x3001_RIGHT-x3000_LEFT', 'x10_BACK-x3000_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1002_RIGHT-x1003_LEFT']",,,,,,,,,,,,,
3000.1103.00.0000,x3000.c0.r48.j11,none,x1103.c0.r1.j23,none,1,x3000-LEFT,none,x1103-LEFT,none,global,0,12,R4K85A,50,37.9451024,"['x10_BACK-x3000_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_RIGHT-x1104_LEFT', 'x1104_RIGHT-x1103_LEFT']",,,,,,,,,,,,,
3001.1003.00.0000,x3001.c0.r48.j25,none,x1003.c0.r1.j23,none,1,x3001-RIGHT,none,x1003-LEFT,none,global,0,6,R4K85A,50,37.5847672,"['x3001_RIGHT-x3000_LEFT', 'x10_BACK-x3000_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1003_RIGHT-x1004_LEFT']",,,,,,,,,,,,,
3001.1104.00.0000,x3001.c0.r47.j23,none,x1104.c0.r1.j23,none,1,x3001-RIGHT,none,x1104-LEFT,none,global,0,13,R4K85A,50,37.5483029,"['x3001_RIGHT-x3000_LEFT', 'x10_BACK-x3000_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_RIGHT-x1104_LEFT']",,,,,,,,,,,,,
3002.1004.00.0000,x3002.c0.r47.j25,none,x1004.c0.r1.j23,none,1,x3002-RIGHT,none,x1004-LEFT,none,global,0,7,R4K85A,50,37.2317073,"['x3002_RIGHT-x3001_LEFT', 'x3001_RIGHT-x3000_LEFT', 'x10_BACK-x3000_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1004_RIGHT-x1005_LEFT']",,,,,,,,,,,,,
3001.1105.00.0000,x3001.c0.r48.j23,none,x1105.c0.r1.j23,none,1,x3001-RIGHT,none,x1105-LEFT,none,global,0,14,R4K85A,50,36.6312534,"['x3001_RIGHT-x3000_LEFT', 'x10_BACK-x3000_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT', 'x1005_BACK-x1105_BACK']",,,,,,,,,,,,,
3002.1005.00.0000,x3002.c0.r48.j25,none,x1005.c0.r1.j23,none,1,x3002-RIGHT,none,x1005-LEFT,none,global,0,8,R4K85A,50,35.967948,"['x3002_RIGHT-x3001_LEFT', 'x3001_RIGHT-x3000_LEFT', 'x10_BACK-x3000_BACK', 'd101_RIGHT-x10_LEFT', 'x1005_RIGHT-d101_LEFT']",,,,,,,,,,,,,
1000.1405.00.0000,x1000.c1.r5.j1,none,x1405.c3.r7.j1,none,1,x1000-RIGHT,none,x1405-RIGHT,none,global,3,30,R4K83A,25,22.2570828,"['x1000_RIGHT-x1001_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT']",,,,,,,,,,,,,
1000.1405.00.0001,x1000.c7.r1.j1,none,x1405.c1.r1.j1,none,1,x1000-RIGHT,none,x1405-RIGHT,none,global,3,30,R4K83A,25,21.717333,"['x1000_RIGHT-x1001_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT']",,,,,,,,,,,,,
1000.1405.00.0002,x1000.c3.r1.j1,none,x1405.c5.r3.j1,none,1,x1000-RIGHT,none,x1405-RIGHT,none,global,3,30,R4K83A,25,21.6284331,"['x1000_RIGHT-x1001_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT']",,,,,,,,,,,,,
1000.1405.00.0003,x1000.c5.r5.j1,none,x1405.c7.r7.j1,none,1,x1000-RIGHT,none,x1405-RIGHT,none,global,3,30,R4K83A,25,20.2885838,"['x1000_RIGHT-x1001_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT']",,,,,,,,,,,,,
1000.1404.00.0000,x1000.c0.r7.j23,none,x1404.c1.r1.j1,none,1,x1000-LEFT,none,x1404-RIGHT,none,global,3,29,R4K83A,25,22.2157979,"['x1000_BACK-x1100_BACK', 'x1100_FRONT-x1200_FRONT', 'x1200_BACK-x1300_BACK', 'x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1304_FRONT-x1404_FRONT']",,,,,,,,,,,,,
1000.1404.00.0001,x1000.c2.r1.j23,none,x1404.c3.r7.j1,none,1,x1000-LEFT,none,x1404-RIGHT,none,global,3,29,R4K83A,25,21.2315485,"['x1000_BACK-x1100_BACK', 'x1100_FRONT-x1200_FRONT', 'x1200_BACK-x1300_BACK', 'x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1304_FRONT-x1404_FRONT']",,,,,,,,,,,,,
1000.1404.00.0002,x1000.c4.r5.j23,none,x1404.c5.r3.j1,none,1,x1000-LEFT,none,x1404-RIGHT,none,global,3,29,R4K83A,25,20.247299,"['x1000_BACK-x1100_BACK', 'x1100_FRONT-x1200_FRONT', 'x1200_BACK-x1300_BACK', 'x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1304_FRONT-x1404_FRONT']",,,,,,,,,,,,,
1000.1404.00.0003,x1000.c6.r1.j23,none,x1404.c7.r7.j1,none,1,x1000-LEFT,none,x1404-RIGHT,none,global,3,29,R4K83A,25,19.2630495,"['x1000_BACK-x1100_BACK', 'x1100_FRONT-x1200_FRONT', 'x1200_BACK-x1300_BACK', 'x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1304_FRONT-x1404_FRONT']",,,,,,,,,,,,,
1000.1405.01.0000,x1000.c2.r3.j23,none,x1405.c4.r1.j23,none,1,x1000-LEFT,none,x1405-LEFT,none,global,3,30,R4K83A,25,21.8915235,"['x1000_BACK-x1100_BACK', 'x1100_FRONT-x1200_FRONT', 'x1200_BACK-x1300_BACK', 'x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1304_FRONT-x1404_FRONT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1000.1405.01.0001,x1000.c6.r3.j23,none,x1405.c0.r3.j23,none,1,x1000-LEFT,none,x1405-LEFT,none,global,3,30,R4K83A,25,21.8026235,"['x1000_BACK-x1100_BACK', 'x1100_FRONT-x1200_FRONT', 'x1200_BACK-x1300_BACK', 'x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1304_FRONT-x1404_FRONT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1000.1405.01.0002,x1000.c4.r7.j23,none,x1405.c6.r5.j23,none,1,x1000-LEFT,none,x1405-LEFT,none,global,3,30,R4K83A,25,20.5516742,"['x1000_BACK-x1100_BACK', 'x1100_FRONT-x1200_FRONT', 'x1200_BACK-x1300_BACK', 'x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1304_FRONT-x1404_FRONT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1001.1405.00.0000,x1001.c2.r3.j23,none,x1405.c3.r5.j1,none,1,x1001-LEFT,none,x1405-RIGHT,none,global,4,30,R4K83A,25,21.2315485,"['x1001_BACK-x1101_BACK', 'x1101_FRONT-x1201_FRONT', 'x1201_BACK-x1301_BACK', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1305_RIGHT-x1304_LEFT', 'x1305_FRONT-x1405_FRONT']",,,,,,,,,,,,,
1001.1405.00.0001,x1001.c4.r7.j23,none,x1405.c5.r1.j1,none,1,x1001-LEFT,none,x1405-RIGHT,none,global,4,30,R4K83A,25,20.247299,"['x1001_BACK-x1101_BACK', 'x1101_FRONT-x1201_FRONT', 'x1201_BACK-x1301_BACK', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1305_RIGHT-x1304_LEFT', 'x1305_FRONT-x1405_FRONT']",,,,,,,,,,,,,
1001.1405.00.0002,x1001.c6.r3.j23,none,x1405.c7.r5.j3,none,1,x1001-LEFT,none,x1405-RIGHT,none,global,4,30,R4K83A,25,19.2859879,"['x1001_BACK-x1101_BACK', 'x1101_FRONT-x1201_FRONT', 'x1201_BACK-x1301_BACK', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1305_RIGHT-x1304_LEFT', 'x1305_FRONT-x1405_FRONT']",,,,,,,,,,,,,
1001.1405.01.0000,x1001.c1.r5.j1,none,x1405.c2.r7.j23,none,1,x1001-RIGHT,none,x1405-LEFT,none,global,4,30,R4K83A,25,20.7927638,"['x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_BACK-x1104_BACK', 'x1104_FRONT-x1204_FRONT', 'x1204_BACK-x1304_BACK', 'x1304_FRONT-x1404_FRONT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1001.1405.01.0001,x1001.c3.r1.j1,none,x1405.c4.r3.j23,none,1,x1001-RIGHT,none,x1405-LEFT,none,global,4,30,R4K83A,25,20.1641141,"['x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_BACK-x1104_BACK', 'x1104_FRONT-x1204_FRONT', 'x1204_BACK-x1304_BACK', 'x1304_FRONT-x1404_FRONT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1001.1405.01.0002,x1001.c7.r1.j1,none,x1405.c0.r5.j23,none,1,x1001-RIGHT,none,x1405-LEFT,none,global,4,30,R4K83A,25,20.0752142,"['x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_BACK-x1104_BACK', 'x1104_FRONT-x1204_FRONT', 'x1204_BACK-x1304_BACK', 'x1304_FRONT-x1404_FRONT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1001.1405.01.0003,x1001.c5.r5.j1,none,x1405.c6.r7.j21,none,1,x1001-RIGHT,none,x1405-LEFT,none,global,4,30,R4K82A,19,18.8472037,"['x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_BACK-x1104_BACK', 'x1104_FRONT-x1204_FRONT', 'x1204_BACK-x1304_BACK', 'x1304_FRONT-x1404_FRONT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1000.1403.00.0000,x1000.c0.r5.j23,none,x1403.c0.r3.j23,none,1,x1000-LEFT,none,x1403-LEFT,none,global,3,28,R4K83A,25,20.751479,"['x1000_BACK-x1100_BACK', 'x1100_FRONT-x1200_FRONT', 'x1200_BACK-x1300_BACK', 'x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1302_FRONT-x1402_FRONT', 'x1402_RIGHT-x1403_LEFT']",,,,,,,,,,,,,
1000.1403.00.0001,x1000.c4.r3.j23,none,x1403.c4.r1.j23,none,1,x1000-LEFT,none,x1403-LEFT,none,global,3,28,R4K82A,19,18.96078,"['x1000_BACK-x1100_BACK', 'x1100_FRONT-x1200_FRONT', 'x1200_BACK-x1300_BACK', 'x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1302_FRONT-x1402_FRONT', 'x1402_RIGHT-x1403_LEFT']",,,,,,,,,,,,,
1000.1403.00.0002,x1000.c6.r7.j23,none,x1403.c6.r5.j23,none,1,x1000-LEFT,none,x1403-LEFT,none,global,3,28,R4K82A,19,17.6209307,"['x1000_BACK-x1100_BACK', 'x1100_FRONT-x1200_FRONT', 'x1200_BACK-x1300_BACK', 'x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1302_FRONT-x1402_FRONT', 'x1402_RIGHT-x1403_LEFT']",,,,,,,,,,,,,
1100.1405.00.0000,x1100.c5.r5.j1,none,x1405.c1.r7.j1,none,1,x1100-RIGHT,none,x1405-RIGHT,none,global,9,30,R4K83A,25,20.5965578,"['x1100_FRONT-x1200_FRONT', 'x1200_BACK-x1300_BACK', 'x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1305_RIGHT-x1304_LEFT', 'x1305_FRONT-x1405_FRONT']",,,,,,,,,,,,,
1100.1405.00.0001,x1100.c7.r1.j1,none,x1405.c3.r3.j1,none,1,x1100-RIGHT,none,x1405-RIGHT,none,global,9,30,R4K83A,25,19.9679082,"['x1100_FRONT-x1200_FRONT', 'x1200_BACK-x1300_BACK', 'x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1305_RIGHT-x1304_LEFT', 'x1305_FRONT-x1405_FRONT']",,,,,,,,,,,,,
1100.1405.00.0002,x1100.c3.r1.j1,none,x1405.c7.r5.j1,none,1,x1100-RIGHT,none,x1405-RIGHT,none,global,9,30,R4K83A,25,19.8790082,"['x1100_FRONT-x1200_FRONT', 'x1200_BACK-x1300_BACK', 'x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1305_RIGHT-x1304_LEFT', 'x1305_FRONT-x1405_FRONT']",,,,,,,,,,,,,
1001.1404.00.0000,x1001.c0.r7.j23,none,x1404.c0.r5.j23,none,1,x1001-LEFT,none,x1404-LEFT,none,global,4,29,R4K83A,25,20.5736791,"['x1001_BACK-x1101_BACK', 'x1101_FRONT-x1201_FRONT', 'x1201_BACK-x1301_BACK', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1303_FRONT-x1403_FRONT', 'x1403_RIGHT-x1404_LEFT']",,,,,,,,,,,,,
1001.1404.00.0001,x1001.c2.r1.j23,none,x1404.c2.r7.j23,none,1,x1001-LEFT,none,x1404-LEFT,none,global,4,29,R4K83A,25,19.7672295,"['x1001_BACK-x1101_BACK', 'x1101_FRONT-x1201_FRONT', 'x1201_BACK-x1301_BACK', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1303_FRONT-x1403_FRONT', 'x1403_RIGHT-x1404_LEFT']",,,,,,,,,,,,,
1001.1404.00.0002,x1001.c4.r5.j23,none,x1404.c4.r3.j23,none,1,x1001-LEFT,none,x1404-LEFT,none,global,4,29,R4K82A,19,18.7829801,"['x1001_BACK-x1101_BACK', 'x1101_FRONT-x1201_FRONT', 'x1201_BACK-x1301_BACK', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1303_FRONT-x1403_FRONT', 'x1403_RIGHT-x1404_LEFT']",,,,,,,,,,,,,
1001.1404.00.0003,x1001.c6.r1.j23,none,x1404.c6.r7.j21,none,1,x1001-LEFT,none,x1404-LEFT,none,global,4,29,R4K82A,19,17.8216694,"['x1001_BACK-x1101_BACK', 'x1101_FRONT-x1201_FRONT', 'x1201_BACK-x1301_BACK', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT', 'x1303_FRONT-x1403_FRONT', 'x1403_RIGHT-x1404_LEFT']",,,,,,,,,,,,,
1000.1403.01.0000,x1000.c1.r7.j1,none,x1403.c1.r1.j1,none,1,x1000-RIGHT,none,x1403-RIGHT,none,global,3,28,R4K83A,25,20.4883886,"['x1000_RIGHT-x1001_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_BACK-x1103_BACK', 'x1103_FRONT-x1203_FRONT', 'x1203_BACK-x1303_BACK', 'x1303_FRONT-x1403_FRONT']",,,,,,,,,,,,,
1000.1403.01.0001,x1000.c3.r5.j1,none,x1403.c3.r7.j1,none,1,x1000-RIGHT,none,x1403-RIGHT,none,global,3,28,R4K83A,25,19.3263392,"['x1000_RIGHT-x1001_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_BACK-x1103_BACK', 'x1103_FRONT-x1203_FRONT', 'x1203_BACK-x1303_BACK', 'x1303_FRONT-x1403_FRONT']",,,,,,,,,,,,,
1000.1403.01.0002,x1000.c5.r1.j1,none,x1403.c5.r3.j1,none,1,x1000-RIGHT,none,x1403-RIGHT,none,global,3,28,R4K82A,19,18.6976896,"['x1000_RIGHT-x1001_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_BACK-x1103_BACK', 'x1103_FRONT-x1203_FRONT', 'x1203_BACK-x1303_BACK', 'x1303_FRONT-x1403_FRONT']",,,,,,,,,,,,,
1000.1403.01.0003,x1000.c7.r5.j1,none,x1403.c7.r7.j1,none,1,x1000-RIGHT,none,x1403-RIGHT,none,global,3,28,R4K82A,19,17.3578403,"['x1000_RIGHT-x1001_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_BACK-x1103_BACK', 'x1103_FRONT-x1203_FRONT', 'x1203_BACK-x1303_BACK', 'x1303_FRONT-x1403_FRONT']",,,,,,,,,,,,,
1002.1405.00.0000,x1002.c1.r5.j1,none,x1405.c1.r7.j3,none,1,x1002-RIGHT,none,x1405-RIGHT,none,global,5,30,R4K83A,25,20.3335271,"['x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT']",,,,,,,,,,,,,
1002.1405.00.0001,x1002.c3.r1.j1,none,x1405.c3.r3.j3,none,1,x1002-RIGHT,none,x1405-RIGHT,none,global,5,30,R4K83A,25,19.7048774,"['x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT']",,,,,,,,,,,,,
1002.1405.00.0002,x1002.c5.r5.j1,none,x1405.c5.r7.j3,none,1,x1002-RIGHT,none,x1405-RIGHT,none,global,5,30,R4K82A,19,18.3650282,"['x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT']",,,,,,,,,,,,,
1002.1405.00.0003,x1002.c7.r1.j1,none,x1405.c7.r3.j1,none,1,x1002-RIGHT,none,x1405-RIGHT,none,global,5,30,R4K82A,19,17.7134401,"['x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_RIGHT-x1005_LEFT', 'x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT']",,,,,,,,,,,,,
1100.1405.01.0000,x1100.c0.r1.j21,none,x1405.c4.r5.j23,none,1,x1100-LEFT,none,x1405-LEFT,none,global,9,30,R4K83A,25,20.2348875,"['x1101_RIGHT-x1100_LEFT', 'x1102_RIGHT-x1101_LEFT', 'x1103_RIGHT-x1102_LEFT', 'x1104_RIGHT-x1103_LEFT', 'x1104_FRONT-x1204_FRONT', 'x1204_BACK-x1304_BACK', 'x1304_FRONT-x1404_FRONT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1100.1405.01.0001,x1100.c4.r7.j23,none,x1405.c0.r5.j21,none,1,x1100-LEFT,none,x1405-LEFT,none,global,9,30,R4K83A,25,19.9681876,"['x1101_RIGHT-x1100_LEFT', 'x1102_RIGHT-x1101_LEFT', 'x1103_RIGHT-x1102_LEFT', 'x1104_RIGHT-x1103_LEFT', 'x1104_FRONT-x1204_FRONT', 'x1204_BACK-x1304_BACK', 'x1304_FRONT-x1404_FRONT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1100.1405.01.0002,x1100.c6.r3.j23,none,x1405.c2.r1.j21,none,1,x1100-LEFT,none,x1405-LEFT,none,global,9,30,R4K83A,25,19.339538,"['x1101_RIGHT-x1100_LEFT', 'x1102_RIGHT-x1101_LEFT', 'x1103_RIGHT-x1102_LEFT', 'x1104_RIGHT-x1103_LEFT', 'x1104_FRONT-x1204_FRONT', 'x1204_BACK-x1304_BACK', 'x1304_FRONT-x1404_FRONT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1100.1405.01.0003,x1100.c2.r3.j23,none,x1405.c6.r7.j23,none,1,x1100-LEFT,none,x1405-LEFT,none,global,9,30,R4K83A,25,19.0498993,"['x1101_RIGHT-x1100_LEFT', 'x1102_RIGHT-x1101_LEFT', 'x1103_RIGHT-x1102_LEFT', 'x1104_RIGHT-x1103_LEFT', 'x1104_FRONT-x1204_FRONT', 'x1204_BACK-x1304_BACK', 'x1304_FRONT-x1404_FRONT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1005.1402.00.0000,x1005.c1.r1.j1,none,x1402.c3.r5.j1,none,1,x1005-RIGHT,none,x1402-RIGHT,none,global,8,27,R4K83A,25,20.1867638,"['x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT', 'x1404_RIGHT-x1405_LEFT', 'x1403_RIGHT-x1404_LEFT', 'x1402_RIGHT-x1403_LEFT']",,,,,,,,,,,,,
1005.1402.00.0001,x1005.c3.r5.j1,none,x1402.c5.r1.j1,none,1,x1005-RIGHT,none,x1402-RIGHT,none,global,8,27,R4K83A,25,19.2025143,"['x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT', 'x1404_RIGHT-x1405_LEFT', 'x1403_RIGHT-x1404_LEFT', 'x1402_RIGHT-x1403_LEFT']",,,,,,,,,,,,,
1005.1402.00.0002,x1005.c7.r7.j1,none,x1402.c1.r1.j3,none,1,x1005-RIGHT,none,x1402-RIGHT,none,global,8,27,R4K83A,25,19.1365528,"['x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT', 'x1404_RIGHT-x1405_LEFT', 'x1403_RIGHT-x1404_LEFT', 'x1402_RIGHT-x1403_LEFT']",,,,,,,,,,,,,
1005.1402.00.0003,x1005.c5.r3.j1,none,x1402.c7.r7.j3,none,1,x1005-RIGHT,none,x1402-RIGHT,none,global,8,27,R4K82A,19,18.0634034,"['x1005_BACK-x1105_BACK', 'x1105_FRONT-x1205_FRONT', 'x1205_BACK-x1305_BACK', 'x1305_FRONT-x1405_FRONT', 'x1404_RIGHT-x1405_LEFT', 'x1403_RIGHT-x1404_LEFT', 'x1402_RIGHT-x1403_LEFT']",,,,,,,,,,,,,
1000.1404.01.0000,x1000.c3.r3.j1,none,x1404.c4.r1.j23,none,1,x1000-RIGHT,none,x1404-LEFT,none,global,3,29,R4K83A,25,20.1641141,"['x1000_RIGHT-x1001_LEFT', 'x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_BACK-x1103_BACK', 'x1103_FRONT-x1203_FRONT', 'x1203_BACK-x1303_BACK', 'x1303_FRONT-x1403_FRONT', 'x1403_RIGHT-x1404_LEFT']",,,,,,,,,,,,,
